Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Battram T	ARIES	-	09/04/2019	Fasting glucose	EFO_0004465	-	-	DNA methylation	Fasting glucose	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001701	0.004583	0.711	-
Battram T	ARIES	-	09/04/2019	Weight	EFO_0004338	-	-	DNA methylation	Weight	Age and technical covariates	Beta values	kg	Illumina HumanMethylation450	Whole blood	-	701	1	-	48	-	701	701	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.003849	0.010373	0.711	-
Battram T	ARIES	-	09/04/2019	Arm bone mineral density both	EFO_0007591	-	-	DNA methylation	Arm bone mineral density both	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.008022	0.021736	0.712	-
Battram T	ARIES	-	09/04/2019	Concentration of small HDL particles	-	-	-	DNA methylation	Concentration of small HDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-1794.769565	4855.994239	0.712	-
Battram T	ARIES	-	09/04/2019	Android tissue mass	-	-	-	DNA methylation	Android tissue mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.002759	0.007531	0.714	-
Battram T	ARIES	-	09/04/2019	Android total mass	-	-	-	DNA methylation	Android total mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.002778	0.007586	0.714	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in very large VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in very large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	616	1	-	48	-	616	616	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000143	0.000394	0.716	-
Battram T	ARIES	-	09/04/2019	Trunk total mass	-	-	-	DNA methylation	Trunk total mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	686	1	-	48	-	686	686	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00335	0.009247	0.717	-
Battram T	ARIES	-	09/04/2019	Alanine	EFO_0009765	-	-	DNA methylation	Alanine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.002815	0.007909	0.722	-
Battram T	ARIES	-	09/04/2019	Concentration of large VLDL particles	-	-	-	DNA methylation	Concentration of large VLDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-1.486454	4.242561	0.726	-
Battram T	ARIES	-	09/04/2019	Spine bone mineral content	EFO_0007621	-	-	DNA methylation	Spine bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1.2e-05	3.5e-05	0.729	-
Battram T	ARIES	-	09/04/2019	Arm bone mineral content both	EFO_0007621	-	-	DNA methylation	Arm bone mineral content both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	690	1	-	48	-	690	690	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1.4e-05	4.1e-05	0.734	-
Battram T	ARIES	-	09/04/2019	Arm bone mass both	-	-	-	DNA methylation	Arm bone mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	690	1	-	48	-	690	690	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1.4e-05	4.1e-05	0.734	-
Battram T	ARIES	-	09/04/2019	Gynoid fat free mass	-	-	-	DNA methylation	Gynoid fat free mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.005089	0.015165	0.737	-
Battram T	ARIES	-	09/04/2019	Waist circumference	EFO_0004342	-	-	DNA methylation	Waist circumference	Age and technical covariates	Beta values	cm	Illumina HumanMethylation450	Whole blood	-	704	1	-	48	-	704	704	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.004633	0.013789	0.737	-
Battram T	ARIES	-	09/04/2019	Triglycerides in small VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007628	0.02276	0.738	-
Battram T	ARIES	-	09/04/2019	Phospholipids in large HDL	EFO_0004639	-	-	DNA methylation	Phospholipids in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.004492	0.013466	0.739	-
Battram T	ARIES	-	09/04/2019	Phospholipids to total lipds ratio in large VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids to total lipds ratio in large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	621	1	-	48	-	621	621	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000295	0.000892	0.741	-
Battram T	ARIES	-	09/04/2019	Hip upper neck bone mineral content	EFO_0007621	-	-	DNA methylation	Hip upper neck bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001758	0.005399	0.745	-
Battram T	ARIES	-	09/04/2019	Hip cortical ratio calcar	-	-	-	DNA methylation	Hip cortical ratio calcar	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	653	1	-	48	-	653	653	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000363	0.001131	0.749	-
Battram T	ARIES	-	09/04/2019	Fasting insulin	EFO_0004466	-	-	DNA methylation	Fasting insulin	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	657	1	-	48	-	657	657	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001167	0.003652	0.749	-
Battram T	ARIES	-	09/04/2019	Total lipids in chylomicrons and extremely large VLDL	-	-	-	DNA methylation	Total lipids in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	649	1	-	48	-	649	649	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007255	0.022994	0.752	-
Battram T	ARIES	-	09/04/2019	Trunk tissue fat	-	-	-	DNA methylation	Trunk tissue fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.006313	0.020254	0.755	-
Battram T	ARIES	-	09/04/2019	Total tissue fat	-	-	-	DNA methylation	Total tissue fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.007274	0.023626	0.758	-
Battram T	ARIES	-	09/04/2019	Total lipids in small VLDL	-	-	-	DNA methylation	Total lipids in small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001677	0.005532	0.762	-
Battram T	ARIES	-	09/04/2019	Trunk fat mass	-	-	-	DNA methylation	Trunk fat mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001262	0.004159	0.762	-
Battram T	ARIES	-	09/04/2019	Total region fat	-	-	-	DNA methylation	Total region fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.007306	0.024216	0.763	-
Battram T	ARIES	-	09/04/2019	Ratio of triglycerides to phosphoglycerides	-	-	-	DNA methylation	Ratio of triglycerides to phosphoglycerides	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	650	1	-	48	-	650	650	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00174	0.005783	0.764	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters to total lipids ratio in large HDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters to total lipids ratio in large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	3e-06	1.1e-05	0.771	-
Battram T	ARIES	-	09/04/2019	C-reactive protein	EFO_0004458	-	-	DNA methylation	C-reactive protein	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	636	1	-	48	-	636	636	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000628	0.002159	0.771	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in small LDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in small LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	666	1	-	48	-	666	666	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000267	0.000919	0.772	-
Battram T	ARIES	-	09/04/2019	Gynoid fat mass	-	-	-	DNA methylation	Gynoid fat mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001818	0.006268	0.772	-
Battram T	ARIES	-	09/04/2019	Trunk region fat	-	-	-	DNA methylation	Trunk region fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.005992	0.020697	0.772	-
Battram T	ARIES	-	09/04/2019	Apolipoprotein B	EFO_0004615	-	-	DNA methylation	Apolipoprotein B	Age and technical covariates	Beta values	g/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.002529	0.008805	0.774	-
Battram T	ARIES	-	09/04/2019	Hip neck T-score	-	-	-	DNA methylation	Hip neck T-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000489	0.001735	0.778	-
Battram T	ARIES	-	09/04/2019	Mean diameter for LDL particles	EFO_0007677	-	-	DNA methylation	Mean diameter for LDL particles	Age and technical covariates	Beta values	nm	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.005568	0.020202	0.783	-
Battram T	ARIES	-	09/04/2019	Total lipids in large HDL	-	-	-	DNA methylation	Total lipids in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00155	0.005735	0.787	-
Battram T	ARIES	-	09/04/2019	Phospholipids in very small VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids in very small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.012922	0.049728	0.795	-
Battram T	ARIES	-	09/04/2019	Triglycerides in very large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	623	1	-	48	-	623	623	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00446	0.017474	0.799	-
Battram T	ARIES	-	09/04/2019	Hip neck bone mineral density	EFO_0007702	-	-	DNA methylation	Hip neck bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.003646	0.014373	0.8	-
Battram T	ARIES	-	09/04/2019	Total bone mineral content	EFO_0007621	-	-	DNA methylation	Total bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1e-06	5e-06	0.8	-
Battram T	ARIES	-	09/04/2019	Total bone mass	-	-	-	DNA methylation	Total bone mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1e-06	5e-06	0.8	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in medium HDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in medium HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007769	0.030857	0.801	-
Battram T	ARIES	-	09/04/2019	Arm fat mass both	-	-	-	DNA methylation	Arm fat mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	685	1	-	48	-	685	685	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001248	0.004983	0.802	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in large HDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.003421	0.01378	0.804	-
Battram T	ARIES	-	09/04/2019	Hip cortical ratio shaft	-	-	-	DNA methylation	Hip cortical ratio shaft	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	651	1	-	48	-	651	651	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000125	0.000508	0.805	-
Battram T	ARIES	-	09/04/2019	Android fat mass	-	-	-	DNA methylation	Android fat mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000899	0.003658	0.806	-
Battram T	ARIES	-	09/04/2019	Hip upper neck bone mineral density	EFO_0007702	-	-	DNA methylation	Hip upper neck bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.003326	0.013642	0.807	-
Battram T	ARIES	-	09/04/2019	Hip upper neck T-score	-	-	-	DNA methylation	Hip upper neck T-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000399	0.001637	0.807	-
Battram T	ARIES	-	09/04/2019	Apolipoprotein A I	EFO_0004614	-	-	DNA methylation	Apolipoprotein A I	Age and technical covariates	Beta values	g/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.002865	0.011698	0.807	-
Battram T	ARIES	-	09/04/2019	Hip cortical width shaft	-	-	-	DNA methylation	Hip cortical width shaft	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	645	1	-	48	-	645	645	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000418	0.001717	0.808	-
Battram T	ARIES	-	09/04/2019	Gynoid tissue mass	-	-	-	DNA methylation	Gynoid tissue mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.002585	0.010739	0.81	-
Battram T	ARIES	-	09/04/2019	Mean diameter for VLDL particles	EFO_0008594	-	-	DNA methylation	Mean diameter for VLDL particles	Age and technical covariates	Beta values	nm	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000364	0.001516	0.81	-
Battram T	ARIES	-	09/04/2019	Concentration of large HDL particles	-	-	-	DNA methylation	Concentration of large HDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-1117.626579	4680.958541	0.811	-
Battram T	ARIES	-	09/04/2019	Ratio of omega 6 fatty acids to total fatty acids	-	-	-	DNA methylation	Ratio of omega 6 fatty acids to total fatty acids	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000184	0.000774	0.812	-
Battram T	ARIES	-	09/04/2019	Gynoid total mass	-	-	-	DNA methylation	Gynoid total mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00256	0.010804	0.813	-
Battram T	ARIES	-	09/04/2019	Phosphatidylcholine and other cholines	-	-	-	DNA methylation	Phosphatidylcholine and other cholines	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	653	1	-	48	-	653	653	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001431	0.006037	0.813	-
Battram T	ARIES	-	09/04/2019	Phospholipids in chylomicrons and extremely large VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	644	1	-	48	-	644	644	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.01083	0.046835	0.817	-
Battram T	ARIES	-	09/04/2019	Hip circumference	EFO_0005093	-	-	DNA methylation	Hip circumference	Age and technical covariates	Beta values	cm	Illumina HumanMethylation450	Whole blood	-	702	1	-	48	-	702	702	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.004663	0.021	0.824	-
Battram T	ARIES	-	09/04/2019	Phospholipids in small VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids in small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007871	0.03619	0.828	-
Battram T	ARIES	-	09/04/2019	3-hydroxybutyrate	-	-	-	DNA methylation	3-hydroxybutyrate	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	654	1	-	48	-	654	654	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000553	0.002565	0.829	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in large HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00217	0.010491	0.836	-
Battram T	ARIES	-	09/04/2019	Hip Troch bone mineral content	EFO_0007621	-	-	DNA methylation	Hip Troch bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000148	0.000739	0.841	-
Battram T	ARIES	-	09/04/2019	Body mass index	EFO_0004340	-	-	DNA methylation	Body mass index	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	701	1	-	48	-	701	701	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.002142	0.011098	0.847	-
Battram T	ARIES	-	09/04/2019	Total fatty acids	EFO_0005110	-	-	DNA methylation	Total fatty acids	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.002123	0.011079	0.848	-
Battram T	ARIES	-	09/04/2019	Arterial distensibility	PATO_0015008	-	-	DNA methylation	Arterial distensibility	Age and technical covariates	Beta values	mm	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00324	0.017126	0.85	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001274	0.006792	0.851	-
Battram T	ARIES	-	09/04/2019	Triglycerides in chylomicrons and extremely large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	641	1	-	48	-	641	641	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.004985	0.026561	0.851	-
Battram T	ARIES	-	09/04/2019	Triglycerides	EFO_0004530	-	-	DNA methylation	Triglycerides	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000941	0.004995	0.851	-
Battram T	ARIES	-	09/04/2019	Trunk bone mineral density	EFO_0007591	-	-	DNA methylation	Trunk bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.004143	0.022015	0.851	-
Battram T	ARIES	-	09/04/2019	Mean diameter for HDL particles	EFO_0008592	-	-	DNA methylation	Mean diameter for HDL particles	Age and technical covariates	Beta values	nm	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001565	0.008468	0.853	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters to total lipids ratio in medium HDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters to total lipids ratio in medium HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000174	0.000991	0.86	-
Battram T	ARIES	-	09/04/2019	VLDL cholesterol	EFO_0008317	-	-	DNA methylation	VLDL cholesterol	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000858	0.005	0.864	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in small HDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in small HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000581	0.003457	0.867	-
Battram T	ARIES	-	09/04/2019	Free cholesterol in large HDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007459	0.044601	0.867	-
Battram T	ARIES	-	09/04/2019	Total lipids in large VLDL	-	-	-	DNA methylation	Total lipids in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001828	0.011036	0.868	-
Battram T	ARIES	-	09/04/2019	Ratio of apolipoprotein B to apolipoprotein A I	-	-	-	DNA methylation	Ratio of apolipoprotein B to apolipoprotein A I	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001315	0.00796	0.869	-
Battram T	ARIES	-	09/04/2019	Omega 6 fatty acids	EFO_0005680	-	-	DNA methylation	Omega 6 fatty acids	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000544	0.003317	0.87	-
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in chylomicrons and XXL-VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in chylomicrons and XXL-VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	609	1	-	48	-	609	609	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-6.6e-05	0.000402	0.87	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in chylomicrons and extremely large VLDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	639	1	-	48	-	639	639	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.007175	0.046758	0.878	-
Battram T	ARIES	-	09/04/2019	Albumin signal area	-	-	-	DNA methylation	Albumin signal area	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.069316	0.468935	0.883	-
