Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Units	Exposure_Units	Methylation_Array	Tissue	Further_Details	N	N_Cohorts	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	StudyID
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in chylomicrons and XXL-VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in chylomicrons and XXL-VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	638	1	-	48	-	638	638	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_chylomicrons_and_xxl-vldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in IDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in IDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_idl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in large HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_hdl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in large LDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in large LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_ldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in large VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	645	1	-	48	-	645	645	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_vldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in medium HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in medium HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_hdl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in medium LDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in medium LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_ldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in medium VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in medium VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_vldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in small HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in small HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_hdl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in small LDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in small LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_ldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in small VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in small VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_vldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in very large HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in very large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_large_hdl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in very large VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in very large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	614	1	-	48	-	614	614	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_large_vldl
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in very small VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in very small VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_small_vldl
Battram T	ARIES	-	09/04/2019	Total cholines	-	-	-	DNA methylation	Total cholines	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	Battram-T_total_cholines
Battram T	ARIES	-	09/04/2019	Total fat free mass	-	-	-	DNA methylation	Total fat free mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	Battram-T_total_fat_free_mass
Battram T	ARIES	-	09/04/2019	Total fat mass	-	-	-	DNA methylation	Total fat mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_total_fat_mass
Battram T	ARIES	-	09/04/2019	Total fatty acids	EFO_0005110	-	-	DNA methylation	Total fatty acids	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	Battram-T_total_fatty_acids
Battram T	ARIES	-	09/04/2019	Total lean mass	-	-	-	DNA methylation	Total lean mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	Battram-T_total_lean_mass
Battram T	ARIES	-	09/04/2019	Total lipids in chylomicrons and extremely large VLDL	-	-	-	DNA methylation	Total lipids in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	649	1	-	48	-	649	649	-	-	-	-	-	Battram-T_total_lipids_in_chylomicrons_and_extremely_large_vldl
Battram T	ARIES	-	09/04/2019	Total lipids in IDL	-	-	-	DNA methylation	Total lipids in IDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_idl
Battram T	ARIES	-	09/04/2019	Total lipids in large HDL	-	-	-	DNA methylation	Total lipids in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_large_hdl
Battram T	ARIES	-	09/04/2019	Total lipids in large LDL	-	-	-	DNA methylation	Total lipids in large LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_large_ldl
Battram T	ARIES	-	09/04/2019	Total lipids in large VLDL	-	-	-	DNA methylation	Total lipids in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	Battram-T_total_lipids_in_large_vldl
Battram T	ARIES	-	09/04/2019	Total lipids in medium HDL	-	-	-	DNA methylation	Total lipids in medium HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_medium_hdl
Battram T	ARIES	-	09/04/2019	Total lipids in medium LDL	-	-	-	DNA methylation	Total lipids in medium LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_medium_ldl
Battram T	ARIES	-	09/04/2019	Total lipids in medium VLDL	-	-	-	DNA methylation	Total lipids in medium VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	Battram-T_total_lipids_in_medium_vldl
Battram T	ARIES	-	09/04/2019	Total lipids in small HDL	-	-	-	DNA methylation	Total lipids in small HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_small_hdl
Battram T	ARIES	-	09/04/2019	Total lipids in small LDL	-	-	-	DNA methylation	Total lipids in small LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_small_ldl
Battram T	ARIES	-	09/04/2019	Total lipids in small VLDL	-	-	-	DNA methylation	Total lipids in small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	Battram-T_total_lipids_in_small_vldl
Battram T	ARIES	-	09/04/2019	Total lipids in very large VLDL	-	-	-	DNA methylation	Total lipids in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	639	1	-	48	-	639	639	-	-	-	-	-	Battram-T_total_lipids_in_very_large_vldl
Battram T	ARIES	-	09/04/2019	Total lipids in very small VLDL	-	-	-	DNA methylation	Total lipids in very small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_total_lipids_in_very_small_vldl
Battram T	ARIES	-	09/04/2019	Total phosphoglycerides	-	-	-	DNA methylation	Total phosphoglycerides	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	Battram-T_total_phosphoglycerides
Battram T	ARIES	-	09/04/2019	Total region fat	-	-	-	DNA methylation	Total region fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_total_region_fat
Battram T	ARIES	-	09/04/2019	Total tissue fat	-	-	-	DNA methylation	Total tissue fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_total_tissue_fat
Battram T	ARIES	-	09/04/2019	Total tissue mass	-	-	-	DNA methylation	Total tissue mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	Battram-T_total_tissue_mass
Battram T	ARIES	-	09/04/2019	Total total mass	-	-	-	DNA methylation	Total total mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	Battram-T_total_total_mass
Battram T	ARIES	-	09/04/2019	Total T-score	-	-	-	DNA methylation	Total T-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	Battram-T_total_t-score
Battram T	ARIES	-	09/04/2019	Total Z-score	-	-	-	DNA methylation	Total Z-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	Battram-T_total_z-score
Battram T	ARIES	-	09/04/2019	Triglycerides in chylomicrons and extremely large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	641	1	-	48	-	641	641	-	-	-	-	-	Battram-T_triglycerides_in_chylomicrons_and_extremely_large_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides in HDL	EFO_0004530	-	-	DNA methylation	Triglycerides in HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	Battram-T_triglycerides_in_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides in IDL	EFO_0004530	-	-	DNA methylation	Triglycerides in IDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	Battram-T_triglycerides_in_idl
Battram T	ARIES	-	09/04/2019	Triglycerides in large HDL	EFO_0004530	-	-	DNA methylation	Triglycerides in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	Battram-T_triglycerides_in_large_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides in large LDL	EFO_0004530	-	-	DNA methylation	Triglycerides in large LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	Battram-T_triglycerides_in_large_ldl
Battram T	ARIES	-	09/04/2019	Triglycerides in large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	657	1	-	48	-	657	657	-	-	-	-	-	Battram-T_triglycerides_in_large_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides in LDL	EFO_0004530	-	-	DNA methylation	Triglycerides in LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	Battram-T_triglycerides_in_ldl
Battram T	ARIES	-	09/04/2019	Triglycerides in medium HDL	EFO_0004530	-	-	DNA methylation	Triglycerides in medium HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	Battram-T_triglycerides_in_medium_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides in medium LDL	EFO_0004530	-	-	DNA methylation	Triglycerides in medium LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	Battram-T_triglycerides_in_medium_ldl
Battram T	ARIES	-	09/04/2019	Triglycerides in medium VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in medium VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	Battram-T_triglycerides_in_medium_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides in small HDL	EFO_0004530	-	-	DNA methylation	Triglycerides in small HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	Battram-T_triglycerides_in_small_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides in small VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	Battram-T_triglycerides_in_small_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides in very large HDL	EFO_0004530	-	-	DNA methylation	Triglycerides in very large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	666	1	-	48	-	666	666	-	-	-	-	-	Battram-T_triglycerides_in_very_large_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides in very large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	623	1	-	48	-	623	623	-	-	-	-	-	Battram-T_triglycerides_in_very_large_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides in very small VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in very small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	Battram-T_triglycerides_in_very_small_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides in VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	Battram-T_triglycerides_in_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides	EFO_0004530	-	-	DNA methylation	Triglycerides	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	Battram-T_triglycerides
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in chylomicrons and XXL-VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in chylomicrons and XXL-VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	609	1	-	48	-	609	609	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_chylomicrons_and_xxl-vldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in IDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in IDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_idl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in large HDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	662	1	-	48	-	662	662	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_large_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in large LDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in large LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_large_ldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	629	1	-	48	-	629	629	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_large_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in medium HDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in medium HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_medium_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in medium LDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in medium LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_medium_ldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in medium VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in medium VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	666	1	-	48	-	666	666	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_medium_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in small HDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in small HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_small_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in small LDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in small LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_small_ldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in small VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in small VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_small_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in very large HDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in very large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	639	1	-	48	-	639	639	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_very_large_hdl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in very large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in very large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	615	1	-	48	-	615	615	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_very_large_vldl
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in very small VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in very small VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	666	1	-	48	-	666	666	-	-	-	-	-	Battram-T_triglycerides_to_total_lipids_ratio_in_very_small_vldl
Battram T	ARIES	-	09/04/2019	Trunk area	-	-	-	DNA methylation	Trunk area	Age and technical covariates	Beta values	cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_trunk_area
Battram T	ARIES	-	09/04/2019	Trunk bone mineral content	EFO_0007621	-	-	DNA methylation	Trunk bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_trunk_bone_mineral_content
Battram T	ARIES	-	09/04/2019	Trunk bone mineral density	EFO_0007591	-	-	DNA methylation	Trunk bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_trunk_bone_mineral_density
Battram T	ARIES	-	09/04/2019	Trunk bone mass	-	-	-	DNA methylation	Trunk bone mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_trunk_bone_mass
Battram T	ARIES	-	09/04/2019	Trunk fat free mass	-	-	-	DNA methylation	Trunk fat free mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	682	1	-	48	-	682	682	-	-	-	-	-	Battram-T_trunk_fat_free_mass
Battram T	ARIES	-	09/04/2019	Trunk fat mass	-	-	-	DNA methylation	Trunk fat mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	Battram-T_trunk_fat_mass
Battram T	ARIES	-	09/04/2019	Trunk lean mass	-	-	-	DNA methylation	Trunk lean mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	680	1	-	48	-	680	680	-	-	-	-	-	Battram-T_trunk_lean_mass
Battram T	ARIES	-	09/04/2019	Trunk region fat	-	-	-	DNA methylation	Trunk region fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_trunk_region_fat
Battram T	ARIES	-	09/04/2019	Trunk tissue fat	-	-	-	DNA methylation	Trunk tissue fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	Battram-T_trunk_tissue_fat
Battram T	ARIES	-	09/04/2019	Trunk tissue mass	-	-	-	DNA methylation	Trunk tissue mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	686	1	-	48	-	686	686	-	-	-	-	-	Battram-T_trunk_tissue_mass
Battram T	ARIES	-	09/04/2019	Trunk total mass	-	-	-	DNA methylation	Trunk total mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	686	1	-	48	-	686	686	-	-	-	-	-	Battram-T_trunk_total_mass
Battram T	ARIES	-	09/04/2019	Tyrosine	EFO_0005058	-	-	DNA methylation	Tyrosine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	Battram-T_tyrosine
Battram T	ARIES	-	09/04/2019	Valine	EFO_0009792	-	-	DNA methylation	Valine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	Battram-T_valine
Battram T	ARIES	-	09/04/2019	VLDL cholesterol	EFO_0008317	-	-	DNA methylation	VLDL cholesterol	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	Battram-T_vldl_cholesterol
Battram T	ARIES	-	09/04/2019	Weight	EFO_0004338	-	-	DNA methylation	Weight	Age and technical covariates	Beta values	kg	Illumina HumanMethylation450	Whole blood	-	701	1	-	48	-	701	701	-	-	-	-	-	Battram-T_weight
Battram T	ARIES	-	09/04/2019	18:2 linoleic acid	EFO_0006807	-	-	DNA methylation	18:2 linoleic acid	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	Battram-T_18:2_linoleic_acid
Battram T	ARIES	-	09/04/2019	22:6 docosahexaenoic acid	EFO_0007761	-	-	DNA methylation	22:6 docosahexaenoic acid	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	657	1	-	48	-	657	657	-	-	-	-	-	Battram-T_22:6_docosahexaenoic_acid
Battram T	ARIES	-	09/04/2019	3-hydroxybutyrate	-	-	-	DNA methylation	3-hydroxybutyrate	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	654	1	-	48	-	654	654	-	-	-	-	-	Battram-T_3-hydroxybutyrate
